,flight_id,precipitation,wind,dep_delay,flight_date,sched_dep_time,sched_arr_time,carrier_code,carrier,flight_number,origin,origin_name,origin_city,origin_country,dest,dest_name,dest_city,dest_country,distance_km,aircraft_type
134,FR2217-284485,Light,Windy,8,2024-09-18,22:50,23:48,FR,Ryanair,FR2217,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Widebody
135,FR1882-551630,Moderate,Calm,8,2024-10-04,14:05,14:24,FR,Ryanair,FR1882,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Widebody
136,BA8733-151626,Light,Breezy,3,2024-02-23,12:45,13:33,BA,British Airways,BA8733,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Regional
137,U25799-123039,Dry,Windy,19,2024-05-15,19:50,21:03,U2,easyJet,U25799,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Regional
138,EI4890-472819,Moderate,Windy,11,2024-01-08,19:30,19:51,EI,Aer Lingus,EI4890,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Regional
139,EI0927-648219,Light,Calm,8,2024-07-07,18:00,18:36,EI,Aer Lingus,EI0927,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Widebody
140,EI0542-731813,Dry,Windy,4,2024-10-07,10:30,11:17,EI,Aer Lingus,EI0542,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
141,BA7643-434773,Light,VeryWindy,35,2024-01-17,11:05,12:17,BA,British Airways,BA7643,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Regional
142,EI8205-031799,Dry,Breezy,2,2024-08-28,19:20,20:29,EI,Aer Lingus,EI8205,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Widebody
143,U22528-860157,Moderate,Calm,3,2024-08-15,13:00,13:29,U2,easyJet,U22528,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Regional
144,EI3965-206803,Dry,Calm,0,2024-10-03,10:15,10:41,EI,Aer Lingus,EI3965,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Regional
145,BA4051-483544,Light,Calm,0,2024-02-16,16:45,17:29,BA,British Airways,BA4051,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
146,BA7595-709488,Dry,Breezy,5,2024-12-30,06:00,06:30,BA,British Airways,BA7595,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Widebody
147,BA779-241586,Dry,VeryWindy,40,2024-07-05,08:20,09:24,BA,British Airways,BA779,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Narrowbody
148,FR6360-037575,Heavy,Breezy,0,2024-11-08,20:05,21:13,FR,Ryanair,FR6360,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Regional
149,U28213-819575,Dry,Breezy,3,2024-11-30,20:00,21:06,U2,easyJet,U28213,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Widebody
150,U28947-089673,Dry,Breezy,23,2024-11-03,09:15,09:35,U2,easyJet,U28947,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Narrowbody
151,EI9431-293247,Moderate,Calm,2,2024-10-21,14:50,15:25,EI,Aer Lingus,EI9431,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody
152,BA5323-521366,Dry,Breezy,3,2024-07-18,07:20,08:24,BA,British Airways,BA5323,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Narrowbody
153,EI3476-333095,Light,Calm,7,2024-10-25,14:05,15:04,EI,Aer Lingus,EI3476,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody
154,FR9814-624374,Moderate,Windy,44,2024-12-01,20:00,21:14,FR,Ryanair,FR9814,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Regional
155,U28419-311790,Dry,Breezy,9,2024-02-20,12:15,13:27,U2,easyJet,U28419,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Widebody
156,U28888-465584,Light,Calm,33,2024-05-28,12:15,12:41,U2,easyJet,U28888,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Widebody
157,U20118-302391,Dry,Calm,5,2024-04-23,22:25,23:30,U2,easyJet,U20118,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Regional
158,BA1736-859300,Moderate,Breezy,4,2024-09-21,00:25,01:42,BA,British Airways,BA1736,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Widebody
159,FR3724-748179,Moderate,Breezy,37,2024-02-29,08:10,09:12,FR,Ryanair,FR3724,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Widebody
160,U27919-752041,Light,Calm,0,2024-03-11,13:00,13:58,U2,easyJet,U27919,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
161,BA9990-582842,Light,Windy,4,2024-06-07,06:20,07:27,BA,British Airways,BA9990,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Regional
162,FR4312-356490,Moderate,Breezy,21,2024-10-21,13:35,14:44,FR,Ryanair,FR4312,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
163,FR211-266236,Dry,Calm,1,2024-03-02,08:00,09:01,FR,Ryanair,FR211,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Narrowbody
164,U20613-803722,Light,Windy,3,2024-11-22,09:35,10:45,U2,easyJet,U20613,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Regional
165,EI2666-647776,Dry,Breezy,0,2024-07-10,15:55,16:44,EI,Aer Lingus,EI2666,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
166,BA4779-272788,Dry,Calm,9,2024-09-22,07:05,08:10,BA,British Airways,BA4779,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Regional
167,EI7408-924585,Heavy,VeryWindy,5,2024-12-29,04:20,05:30,EI,Aer Lingus,EI7408,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Widebody
168,U28809-409471,Moderate,Windy,34,2024-07-22,04:50,05:51,U2,easyJet,U28809,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Regional
169,FR7148-251826,Dry,Windy,5,2024-10-05,15:45,16:30,FR,Ryanair,FR7148,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Widebody
170,U24388-815380,Light,VeryWindy,2,2024-08-18,03:45,04:47,U2,easyJet,U24388,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Widebody
171,U21268-487657,Light,Calm,3,2024-04-09,20:20,20:44,U2,easyJet,U21268,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody
172,FR7667-655571,Dry,Breezy,4,2024-03-02,03:50,04:40,FR,Ryanair,FR7667,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
173,EI2425-764002,Dry,VeryWindy,1,2024-10-03,11:50,13:02,EI,Aer Lingus,EI2425,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Widebody
174,FR7564-914865,Dry,Windy,17,2024-02-23,18:15,19:21,FR,Ryanair,FR7564,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Regional
175,EI4515-500583,Light,Windy,4,2024-01-12,17:45,18:17,EI,Aer Lingus,EI4515,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Regional
176,BA8463-707518,Light,Breezy,5,2024-11-01,02:50,03:22,BA,British Airways,BA8463,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Narrowbody
177,U25423-180039,Dry,Windy,3,2024-10-08,12:20,13:20,U2,easyJet,U25423,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Widebody
178,FR2130-381971,Light,Windy,25,2024-09-30,20:20,21:08,FR,Ryanair,FR2130,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
179,U25734-081897,Dry,Calm,4,2024-07-04,10:25,11:01,U2,easyJet,U25734,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
180,EI3844-659360,Dry,Calm,0,2024-11-12,23:30,00:40,EI,Aer Lingus,EI3844,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Narrowbody
181,U21695-335643,Light,Calm,6,2024-04-14,17:50,18:04,U2,easyJet,U21695,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Narrowbody
182,BA8118-364162,Light,Windy,2,2024-11-07,14:50,15:03,BA,British Airways,BA8118,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Narrowbody
183,U25875-442503,Dry,Calm,8,2024-10-04,17:55,19:01,U2,easyJet,U25875,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Narrowbody
184,U28554-358854,Light,Breezy,7,2024-02-10,20:10,20:58,U2,easyJet,U28554,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Widebody
185,BA0377-116688,Dry,Breezy,2,2024-06-24,04:45,05:55,BA,British Airways,BA0377,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
186,BA9630-646250,Moderate,Breezy,8,2024-12-13,14:25,15:17,BA,British Airways,BA9630,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Widebody
187,BA1835-290299,Light,Windy,4,2024-04-05,06:50,07:56,BA,British Airways,BA1835,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
188,BA1483-659899,Light,VeryWindy,3,2024-01-21,02:15,03:18,BA,British Airways,BA1483,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
189,BA9483-387506,Dry,Breezy,3,2024-12-29,12:10,12:49,BA,British Airways,BA9483,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Narrowbody
190,EI2322-738957,Dry,Windy,0,2024-11-08,09:40,10:36,EI,Aer Lingus,EI2322,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Narrowbody
191,EI6528-271754,Light,Breezy,10,2024-04-16,02:40,03:32,EI,Aer Lingus,EI6528,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
192,BA1445-105786,Light,Calm,5,2024-05-24,08:50,09:04,BA,British Airways,BA1445,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
193,BA4170-849145,Dry,Windy,5,2024-03-23,18:25,19:33,BA,British Airways,BA4170,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
194,BA3748-041015,Moderate,Breezy,0,2024-07-04,21:55,23:12,BA,British Airways,BA3748,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Narrowbody
195,EI6541-904092,Dry,Calm,0,2024-07-02,09:30,10:35,EI,Aer Lingus,EI6541,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Narrowbody
196,FR5295-512698,Dry,Breezy,20,2024-11-09,04:20,05:18,FR,Ryanair,FR5295,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
197,U21419-664273,Dry,Calm,4,2024-06-28,20:10,21:16,U2,easyJet,U21419,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Regional
198,FR7282-610103,Light,Breezy,0,2024-10-29,01:35,02:17,FR,Ryanair,FR7282,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Widebody
199,EI2419-549503,Dry,Breezy,3,2024-05-18,09:20,09:41,EI,Aer Lingus,EI2419,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
200,FR2113-309911,Dry,Calm,0,2024-03-04,09:20,10:08,FR,Ryanair,FR2113,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
201,FR1318-358196,Moderate,Windy,2,2024-08-04,03:20,04:16,FR,Ryanair,FR1318,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
202,FR8234-960920,Dry,Breezy,3,2024-07-20,11:25,11:49,FR,Ryanair,FR8234,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
203,EI0561-693778,Dry,Calm,0,2024-07-14,15:35,15:55,EI,Aer Lingus,EI0561,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Regional
204,FR4719-127835,Dry,Windy,3,2024-06-08,23:00,23:53,FR,Ryanair,FR4719,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Regional
205,FR3269-339842,Dry,Calm,3,2024-08-19,21:30,22:28,FR,Ryanair,FR3269,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
206,U27832-371656,Light,Calm,10,2024-02-07,03:05,03:46,U2,easyJet,U27832,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Narrowbody
207,FR2352-356377,Dry,Breezy,5,2024-09-28,13:00,13:28,FR,Ryanair,FR2352,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Regional
208,FR1929-128577,Dry,Calm,1,2024-03-30,10:30,11:26,FR,Ryanair,FR1929,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
209,U21426-673668,Light,Breezy,3,2024-05-22,17:55,18:55,U2,easyJet,U21426,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Regional
210,FR9064-507661,Light,Calm,0,2024-08-02,18:35,19:39,FR,Ryanair,FR9064,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Widebody
211,BA2566-921192,Dry,Breezy,9,2024-01-31,01:20,02:18,BA,British Airways,BA2566,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Narrowbody
212,EI2743-778525,Dry,VeryWindy,36,2024-08-16,23:05,23:25,EI,Aer Lingus,EI2743,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Narrowbody
213,BA8964-773106,Light,Calm,1,2024-05-20,20:30,20:53,BA,British Airways,BA8964,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
214,FR3992-636358,Dry,Breezy,2,2024-11-16,18:25,18:57,FR,Ryanair,FR3992,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Regional
215,U28088-639686,Moderate,Calm,1,2024-11-28,10:55,11:21,U2,easyJet,U28088,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody
216,EI2085-099393,Dry,Windy,0,2024-12-10,05:15,05:42,EI,Aer Lingus,EI2085,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
217,U24716-256959,Dry,Calm,7,2024-01-28,10:50,11:18,U2,easyJet,U24716,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
218,BA5915-671443,Heavy,Calm,0,2024-07-23,06:30,07:22,BA,British Airways,BA5915,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Narrowbody
219,EI431-592731,Light,Calm,0,2024-05-06,13:55,14:30,EI,Aer Lingus,EI431,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody
220,U28800-481797,Light,Breezy,45,2024-07-01,04:20,05:16,U2,easyJet,U28800,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
221,U23208-065312,Dry,Windy,23,2024-07-03,09:10,10:19,U2,easyJet,U23208,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Widebody
222,FR2869-706003,Light,Windy,19,2024-01-19,13:45,14:16,FR,Ryanair,FR2869,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Widebody
223,EI6945-328658,Dry,Windy,0,2024-04-30,19:25,20:37,EI,Aer Lingus,EI6945,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Widebody
224,FR3544-947255,Dry,Windy,35,2024-12-30,16:10,17:06,FR,Ryanair,FR3544,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
225,BA4715-626275,Dry,VeryWindy,34,2024-06-03,07:40,08:38,BA,British Airways,BA4715,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
226,U2139-131648,Light,Calm,3,2024-03-29,19:10,19:40,U2,easyJet,U2139,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Narrowbody
227,BA2414-285787,Dry,Breezy,1,2024-02-15,07:10,08:22,BA,British Airways,BA2414,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
228,EI3846-262131,Dry,Breezy,5,2024-10-20,11:25,12:27,EI,Aer Lingus,EI3846,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Regional
229,BA6254-203945,Dry,Calm,6,2024-11-21,11:20,12:16,BA,British Airways,BA6254,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
230,BA4043-320003,Heavy,Calm,7,2024-11-01,10:30,11:41,BA,British Airways,BA4043,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Regional
231,EI8600-519916,Light,Windy,18,2024-10-04,07:05,07:44,EI,Aer Lingus,EI8600,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
232,EI5272-955248,Light,Breezy,15,2024-02-08,12:50,13:58,EI,Aer Lingus,EI5272,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Narrowbody
233,FR4909-834818,Light,Breezy,2,2024-03-27,20:45,21:47,FR,Ryanair,FR4909,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
234,EI3249-377777,Light,Breezy,2,2024-04-03,05:35,06:47,EI,Aer Lingus,EI3249,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Narrowbody
235,BA6534-403542,Dry,Breezy,0,2024-02-19,17:10,18:25,BA,British Airways,BA6534,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
236,U29366-115478,Light,VeryWindy,41,2024-07-17,17:20,17:42,U2,easyJet,U29366,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Regional
237,EI2825-258213,Dry,VeryWindy,2,2024-02-20,07:10,08:12,EI,Aer Lingus,EI2825,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Narrowbody
238,BA1996-384928,Moderate,Windy,5,2024-05-03,04:15,04:59,BA,British Airways,BA1996,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Narrowbody
239,U24001-496665,Moderate,Calm,4,2024-09-28,06:25,07:24,U2,easyJet,U24001,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Widebody
240,U25333-884708,Dry,Windy,4,2024-02-15,13:15,13:51,U2,easyJet,U25333,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Widebody
241,FR2254-969302,Heavy,Calm,0,2024-01-24,09:55,11:07,FR,Ryanair,FR2254,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Widebody
242,FR2936-086181,Moderate,Breezy,23,2024-06-23,15:00,15:55,FR,Ryanair,FR2936,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Narrowbody
243,EI9967-983733,Dry,VeryWindy,1,2024-04-21,00:30,01:27,EI,Aer Lingus,EI9967,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Widebody
244,BA8117-739145,Dry,Windy,12,2024-10-18,08:40,09:44,BA,British Airways,BA8117,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Regional
245,FR3992-164237,Dry,Calm,0,2024-11-02,13:35,14:41,FR,Ryanair,FR3992,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
246,EI5330-294931,Moderate,Calm,1,2024-01-08,03:55,05:01,EI,Aer Lingus,EI5330,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody
247,U26913-665607,Light,Windy,44,2024-06-26,11:40,12:41,U2,easyJet,U26913,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Narrowbody
248,EI8123-062266,Dry,Windy,33,2024-02-22,14:50,15:15,EI,Aer Lingus,EI8123,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
249,FR2803-473273,Light,Windy,0,2024-12-29,18:10,18:28,FR,Ryanair,FR2803,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Widebody
250,EI5143-908860,Dry,Breezy,8,2024-05-08,09:55,11:07,EI,Aer Lingus,EI5143,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
251,U22057-738224,Light,Calm,20,2024-06-23,23:40,00:27,U2,easyJet,U22057,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
