flight_id,flight_date,sched_dep_time,sched_arr_time,carrier_code,carrier,flight_number,origin,origin_name,origin_city,origin_country,dest,dest_name,dest_city,dest_country,distance_km,aircraft_type
EI3476-333095,2024-10-25,14:05,15:04,EI,Aer Lingus,EI3476,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody
FR9814-624374,2024-12-01,20:00,21:14,FR,Ryanair,FR9814,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Regional
U28419-311790,2024-02-20,12:15,13:27,U2,easyJet,U28419,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Widebody
U28888-465584,2024-05-28,12:15,12:41,U2,easyJet,U28888,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Widebody
U20118-302391,2024-04-23,22:25,23:30,U2,easyJet,U20118,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Regional
BA1736-859300,2024-09-21,00:25,01:42,BA,British Airways,BA1736,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Widebody
FR3724-748179,2024-02-29,08:10,09:12,FR,Ryanair,FR3724,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Widebody
U27919-752041,2024-03-11,13:00,13:58,U2,easyJet,U27919,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
BA9990-582842,2024-06-07,06:20,07:27,BA,British Airways,BA9990,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Regional
FR4312-356490,2024-10-21,13:35,14:44,FR,Ryanair,FR4312,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
FR211-266236,2024-03-02,08:00,09:01,FR,Ryanair,FR211,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Narrowbody
U20613-803722,2024-11-22,09:35,10:45,U2,easyJet,U20613,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Regional
EI2666-647776,2024-07-10,15:55,16:44,EI,Aer Lingus,EI2666,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
BA4779-272788,2024-09-22,07:05,08:10,BA,British Airways,BA4779,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Regional
EI7408-924585,2024-12-29,04:20,05:30,EI,Aer Lingus,EI7408,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Widebody
U28809-409471,2024-07-22,04:50,05:51,U2,easyJet,U28809,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Regional
FR7148-251826,2024-10-05,15:45,16:30,FR,Ryanair,FR7148,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Widebody
U24388-815380,2024-08-18,03:45,04:47,U2,easyJet,U24388,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Widebody
U21268-487657,2024-04-09,20:20,20:44,U2,easyJet,U21268,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody
FR7667-655571,2024-03-02,03:50,04:40,FR,Ryanair,FR7667,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
EI2425-764002,2024-10-03,11:50,13:02,EI,Aer Lingus,EI2425,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Widebody
FR7564-914865,2024-02-23,18:15,19:21,FR,Ryanair,FR7564,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Regional
EI4515-500583,2024-01-12,17:45,18:17,EI,Aer Lingus,EI4515,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Regional
BA8463-707518,2024-11-01,02:50,03:22,BA,British Airways,BA8463,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Narrowbody
U25423-180039,2024-10-08,12:20,13:20,U2,easyJet,U25423,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Widebody
FR2130-381971,2024-09-30,20:20,21:08,FR,Ryanair,FR2130,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
U25734-081897,2024-07-04,10:25,11:01,U2,easyJet,U25734,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
EI3844-659360,2024-11-12,23:30,00:40,EI,Aer Lingus,EI3844,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Narrowbody
U21695-335643,2024-04-14,17:50,18:04,U2,easyJet,U21695,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Narrowbody
BA8118-364162,2024-11-07,14:50,15:03,BA,British Airways,BA8118,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Narrowbody
U25875-442503,2024-10-04,17:55,19:01,U2,easyJet,U25875,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Narrowbody
U28554-358854,2024-02-10,20:10,20:58,U2,easyJet,U28554,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Widebody
BA0377-116688,2024-06-24,04:45,05:55,BA,British Airways,BA0377,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
BA9630-646250,2024-12-13,14:25,15:17,BA,British Airways,BA9630,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Widebody
BA1835-290299,2024-04-05,06:50,07:56,BA,British Airways,BA1835,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
BA1483-659899,2024-01-21,02:15,03:18,BA,British Airways,BA1483,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
BA9483-387506,2024-12-29,12:10,12:49,BA,British Airways,BA9483,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Narrowbody
EI2322-738957,2024-11-08,09:40,10:36,EI,Aer Lingus,EI2322,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Narrowbody
EI6528-271754,2024-04-16,02:40,03:32,EI,Aer Lingus,EI6528,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
BA1445-105786,2024-05-24,08:50,09:04,BA,British Airways,BA1445,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
BA4170-849145,2024-03-23,18:25,19:33,BA,British Airways,BA4170,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
BA3748-041015,2024-07-04,21:55,23:12,BA,British Airways,BA3748,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Narrowbody
EI6541-904092,2024-07-02,09:30,10:35,EI,Aer Lingus,EI6541,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Narrowbody
FR5295-512698,2024-11-09,04:20,05:18,FR,Ryanair,FR5295,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
U21419-664273,2024-06-28,20:10,21:16,U2,easyJet,U21419,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Regional
FR7282-610103,2024-10-29,01:35,02:17,FR,Ryanair,FR7282,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Widebody
EI2419-549503,2024-05-18,09:20,09:41,EI,Aer Lingus,EI2419,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
FR2113-309911,2024-03-04,09:20,10:08,FR,Ryanair,FR2113,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
FR1318-358196,2024-08-04,03:20,04:16,FR,Ryanair,FR1318,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
FR8234-960920,2024-07-20,11:25,11:49,FR,Ryanair,FR8234,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
EI0561-693778,2024-07-14,15:35,15:55,EI,Aer Lingus,EI0561,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Regional
FR4719-127835,2024-06-08,23:00,23:53,FR,Ryanair,FR4719,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Regional
FR3269-339842,2024-08-19,21:30,22:28,FR,Ryanair,FR3269,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
U27832-371656,2024-02-07,03:05,03:46,U2,easyJet,U27832,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Narrowbody
FR2352-356377,2024-09-28,13:00,13:28,FR,Ryanair,FR2352,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Regional
FR1929-128577,2024-03-30,10:30,11:26,FR,Ryanair,FR1929,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
U21426-673668,2024-05-22,17:55,18:55,U2,easyJet,U21426,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Regional
FR9064-507661,2024-08-02,18:35,19:39,FR,Ryanair,FR9064,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Widebody
BA2566-921192,2024-01-31,01:20,02:18,BA,British Airways,BA2566,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Narrowbody
EI2743-778525,2024-08-16,23:05,23:25,EI,Aer Lingus,EI2743,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Narrowbody
BA8964-773106,2024-05-20,20:30,20:53,BA,British Airways,BA8964,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
FR3992-636358,2024-11-16,18:25,18:57,FR,Ryanair,FR3992,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Regional
U28088-639686,2024-11-28,10:55,11:21,U2,easyJet,U28088,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody
EI2085-099393,2024-12-10,05:15,05:42,EI,Aer Lingus,EI2085,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
U24716-256959,2024-01-28,10:50,11:18,U2,easyJet,U24716,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
BA5915-671443,2024-07-23,06:30,07:22,BA,British Airways,BA5915,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Narrowbody
EI431-592731,2024-05-06,13:55,14:30,EI,Aer Lingus,EI431,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody
U28800-481797,2024-07-01,04:20,05:16,U2,easyJet,U28800,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
U23208-065312,2024-07-03,09:10,10:19,U2,easyJet,U23208,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Widebody
FR2869-706003,2024-01-19,13:45,14:16,FR,Ryanair,FR2869,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Widebody
EI6945-328658,2024-04-30,19:25,20:37,EI,Aer Lingus,EI6945,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Widebody
FR3544-947255,2024-12-30,16:10,17:06,FR,Ryanair,FR3544,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
BA4715-626275,2024-06-03,07:40,08:38,BA,British Airways,BA4715,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
U2139-131648,2024-03-29,19:10,19:40,U2,easyJet,U2139,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Narrowbody
BA2414-285787,2024-02-15,07:10,08:22,BA,British Airways,BA2414,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
EI3846-262131,2024-10-20,11:25,12:27,EI,Aer Lingus,EI3846,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Regional
BA6254-203945,2024-11-21,11:20,12:16,BA,British Airways,BA6254,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
BA4043-320003,2024-11-01,10:30,11:41,BA,British Airways,BA4043,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Regional
EI8600-519916,2024-10-04,07:05,07:44,EI,Aer Lingus,EI8600,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
EI5272-955248,2024-02-08,12:50,13:58,EI,Aer Lingus,EI5272,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Narrowbody
FR4909-834818,2024-03-27,20:45,21:47,FR,Ryanair,FR4909,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
EI3249-377777,2024-04-03,05:35,06:47,EI,Aer Lingus,EI3249,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Narrowbody
BA6534-403542,2024-02-19,17:10,18:25,BA,British Airways,BA6534,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
U29366-115478,2024-07-17,17:20,17:42,U2,easyJet,U29366,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Regional
EI2825-258213,2024-02-20,07:10,08:12,EI,Aer Lingus,EI2825,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Narrowbody
BA1996-384928,2024-05-03,04:15,04:59,BA,British Airways,BA1996,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Narrowbody
U24001-496665,2024-09-28,06:25,07:24,U2,easyJet,U24001,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Widebody
U25333-884708,2024-02-15,13:15,13:51,U2,easyJet,U25333,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Widebody
FR2254-969302,2024-01-24,09:55,11:07,FR,Ryanair,FR2254,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Widebody
FR2936-086181,2024-06-23,15:00,15:55,FR,Ryanair,FR2936,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Narrowbody
EI9967-983733,2024-04-21,00:30,01:27,EI,Aer Lingus,EI9967,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Widebody
BA8117-739145,2024-10-18,08:40,09:44,BA,British Airways,BA8117,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Regional
FR3992-164237,2024-11-02,13:35,14:41,FR,Ryanair,FR3992,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
EI5330-294931,2024-01-08,03:55,05:01,EI,Aer Lingus,EI5330,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody
U26913-665607,2024-06-26,11:40,12:41,U2,easyJet,U26913,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Narrowbody
EI8123-062266,2024-02-22,14:50,15:15,EI,Aer Lingus,EI8123,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
FR2803-473273,2024-12-29,18:10,18:28,FR,Ryanair,FR2803,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Widebody
EI5143-908860,2024-05-08,09:55,11:07,EI,Aer Lingus,EI5143,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
U22057-738224,2024-06-23,23:40,00:27,U2,easyJet,U22057,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
U23569-012711,2024-10-21,07:20,08:23,U2,easyJet,U23569,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
BA2052-445320,2024-11-30,18:45,19:19,BA,British Airways,BA2052,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Regional
BA7903-704706,2024-10-26,18:25,19:23,BA,British Airways,BA7903,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
U24944-633435,2024-12-03,08:35,09:32,U2,easyJet,U24944,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody
U25633-538133,2024-08-12,20:20,21:19,U2,easyJet,U25633,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody
U22181-972310,2024-09-15,05:35,06:27,U2,easyJet,U22181,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
BA4747-691572,2024-04-22,04:10,05:06,BA,British Airways,BA4747,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Regional
EI1475-879793,2024-12-11,01:00,01:34,EI,Aer Lingus,EI1475,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Narrowbody
EI8370-106492,2024-01-21,01:45,02:36,EI,Aer Lingus,EI8370,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
U27104-677574,2024-02-17,20:45,21:43,U2,easyJet,U27104,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
FR4574-566031,2024-07-25,23:15,00:04,FR,Ryanair,FR4574,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
FR6341-828390,2024-04-30,14:25,15:33,FR,Ryanair,FR6341,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Narrowbody
U24288-406401,2024-06-01,06:05,06:41,U2,easyJet,U24288,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
FR3758-952884,2024-04-29,10:20,11:30,FR,Ryanair,FR3758,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Widebody
U21079-929890,2024-12-07,08:30,08:52,U2,easyJet,U21079,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Widebody
U24118-343556,2024-04-29,02:55,03:48,U2,easyJet,U24118,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Regional
BA7314-914745,2024-05-12,18:25,19:37,BA,British Airways,BA7314,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Regional
FR9004-655258,2024-06-17,21:15,21:37,FR,Ryanair,FR9004,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Narrowbody
BA9948-771577,2024-04-11,20:40,21:42,BA,British Airways,BA9948,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
U28888-203235,2024-03-17,06:20,06:34,U2,easyJet,U28888,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
FR6170-608436,2024-02-01,14:55,15:22,FR,Ryanair,FR6170,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Regional
BA8053-943724,2024-02-13,12:40,13:40,BA,British Airways,BA8053,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody
EI3321-604831,2024-10-29,13:35,13:56,EI,Aer Lingus,EI3321,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Widebody
EI3699-872552,2024-06-30,19:10,19:53,EI,Aer Lingus,EI3699,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody
U21731-232818,2024-10-14,08:25,09:25,U2,easyJet,U21731,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Widebody
FR2354-091402,2024-12-25,16:25,17:32,FR,Ryanair,FR2354,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Regional
FR1826-458437,2024-03-21,06:10,07:18,FR,Ryanair,FR1826,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Widebody
BA6981-212389,2024-05-11,09:25,10:21,BA,British Airways,BA6981,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Regional
