,flight_id,precipitation,wind,dep_delay,carrier,origin_name,origin_city,origin_country,dest_name,dest_city,dest_country,distance_km,aircraft_type,scheduled_departure,scheduled_arrival,delayed,departure_hour,departure_dayofweek,departure_month,flight_duration_mins,bad_weather,origin_flight_count,peak_hour_departure
123,EI2013-188988,1,3,8,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-12-10 14:10:00,2024-12-10 15:13:00,0,14,1,12,63.0,1,435,0
124,U26375-237946,0,1,0,easyJet,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Widebody,2024-05-05 02:20:00,2024-05-05 03:24:00,0,2,6,5,64.0,0,400,0
125,BA4652-721164,0,1,4,British Airways,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Narrowbody,2024-07-13 09:25:00,2024-07-13 10:27:00,0,9,5,7,62.0,0,400,1
126,U22348-438365,2,1,4,easyJet,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody,2024-12-07 03:50:00,2024-12-07 04:59:00,0,3,5,12,69.0,1,411,0
127,EI5567-065743,0,0,2,Aer Lingus,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Widebody,2024-08-13 23:15:00,2024-08-13 23:45:00,0,23,1,8,30.0,0,419,0
128,FR4776-331789,1,0,2,Ryanair,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Regional,2024-08-20 02:50:00,2024-08-20 03:17:00,0,2,1,8,27.0,0,400,0
129,EI1302-323007,0,3,5,Aer Lingus,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Narrowbody,2024-10-10 05:40:00,2024-10-10 06:11:00,0,5,3,10,31.0,1,419,0
130,EI7821-087420,2,2,0,Aer Lingus,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Regional,2024-01-27 17:50:00,2024-01-27 18:52:00,0,17,5,1,62.0,1,445,1
131,EI8700-143798,1,3,3,Aer Lingus,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-06-29 23:00:00,2024-06-29 23:40:00,0,23,5,6,40.0,1,419,0
132,FR0573-745295,0,0,5,Ryanair,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Narrowbody,2024-07-27 15:30:00,2024-07-27 16:10:00,0,15,5,7,40.0,0,400,0
133,EI8084-788937,1,1,5,Aer Lingus,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Widebody,2024-05-04 19:55:00,2024-05-04 20:13:00,0,19,5,5,18.0,0,432,1
134,FR2217-284485,1,2,8,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-09-18 22:50:00,2024-09-18 23:48:00,0,22,2,9,58.0,1,435,0
135,FR1882-551630,2,0,8,Ryanair,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Widebody,2024-10-04 14:05:00,2024-10-04 14:24:00,0,14,4,10,19.0,1,411,0
136,BA8733-151626,1,1,3,British Airways,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Regional,2024-02-23 12:45:00,2024-02-23 13:33:00,0,12,4,2,48.0,0,400,0
137,U25799-123039,0,2,19,easyJet,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-05-15 19:50:00,2024-05-15 21:03:00,1,19,2,5,73.0,1,432,1
138,EI4890-472819,2,2,11,Aer Lingus,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-01-08 19:30:00,2024-01-08 19:51:00,0,19,0,1,21.0,1,411,1
139,EI0927-648219,1,0,8,Aer Lingus,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Widebody,2024-07-07 18:00:00,2024-07-07 18:36:00,0,18,6,7,36.0,0,419,1
140,EI0542-731813,0,2,4,Aer Lingus,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-10-07 10:30:00,2024-10-07 11:17:00,0,10,0,10,47.0,1,458,0
141,BA7643-434773,1,3,35,British Airways,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-01-17 11:05:00,2024-01-17 12:17:00,1,11,2,1,72.0,1,432,0
142,EI8205-031799,0,1,2,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-08-28 19:20:00,2024-08-28 20:29:00,0,19,2,8,69.0,0,435,1
143,U22528-860157,2,0,3,easyJet,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Regional,2024-08-15 13:00:00,2024-08-15 13:29:00,0,13,3,8,29.0,1,435,0
144,EI3965-206803,0,0,0,Aer Lingus,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Regional,2024-10-03 10:15:00,2024-10-03 10:41:00,0,10,3,10,26.0,0,445,0
145,BA4051-483544,1,0,0,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-02-16 16:45:00,2024-02-16 17:29:00,0,16,4,2,44.0,0,435,1
146,BA7595-709488,0,1,5,British Airways,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Widebody,2024-12-30 06:00:00,2024-12-30 06:30:00,0,6,0,12,30.0,0,419,1
147,BA779-241586,0,3,40,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Narrowbody,2024-07-05 08:20:00,2024-07-05 09:24:00,1,8,4,7,64.0,1,435,1
148,FR6360-037575,3,1,0,Ryanair,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Regional,2024-11-08 20:05:00,2024-11-08 21:13:00,0,20,4,11,68.0,1,445,0
149,U28213-819575,0,1,3,easyJet,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Widebody,2024-11-30 20:00:00,2024-11-30 21:06:00,0,20,5,11,66.0,0,432,0
150,U28947-089673,0,1,23,easyJet,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Narrowbody,2024-11-03 09:15:00,2024-11-03 09:35:00,1,9,6,11,20.0,0,411,1
151,EI9431-293247,2,0,2,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody,2024-10-21 14:50:00,2024-10-21 15:25:00,0,14,0,10,35.0,1,435,0
152,BA5323-521366,0,1,3,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-07-18 07:20:00,2024-07-18 08:24:00,0,7,3,7,64.0,0,432,1
153,EI3476-333095,1,0,7,Aer Lingus,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-10-25 14:05:00,2024-10-25 15:04:00,0,14,4,10,59.0,0,411,0
154,FR9814-624374,2,2,44,Ryanair,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Regional,2024-12-01 20:00:00,2024-12-01 21:14:00,1,20,6,12,74.0,1,458,0
155,U28419-311790,0,1,9,easyJet,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Widebody,2024-02-20 12:15:00,2024-02-20 13:27:00,0,12,1,2,72.0,0,435,0
156,U28888-465584,1,0,33,easyJet,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Widebody,2024-05-28 12:15:00,2024-05-28 12:41:00,1,12,1,5,26.0,0,411,0
157,U20118-302391,0,0,5,easyJet,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Regional,2024-04-23 22:25:00,2024-04-23 23:30:00,0,22,1,4,65.0,0,432,0
158,BA1736-859300,2,1,4,British Airways,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Widebody,2024-09-21 00:25:00,2024-09-21 01:42:00,0,0,5,9,77.0,1,445,0
159,FR3724-748179,2,1,37,Ryanair,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Widebody,2024-02-29 08:10:00,2024-02-29 09:12:00,1,8,3,2,62.0,1,432,1
160,U27919-752041,1,0,0,easyJet,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-03-11 13:00:00,2024-03-11 13:58:00,0,13,0,3,58.0,0,400,0
161,BA9990-582842,1,2,4,British Airways,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-06-07 06:20:00,2024-06-07 07:27:00,0,6,4,6,67.0,1,458,1
162,FR4312-356490,2,1,21,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-10-21 13:35:00,2024-10-21 14:44:00,1,13,0,10,69.0,1,400,0
163,FR211-266236,0,0,1,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Narrowbody,2024-03-02 08:00:00,2024-03-02 09:01:00,0,8,5,3,61.0,0,400,1
164,U20613-803722,1,2,3,easyJet,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Regional,2024-11-22 09:35:00,2024-11-22 10:45:00,0,9,4,11,70.0,1,432,1
165,EI2666-647776,0,1,0,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-07-10 15:55:00,2024-07-10 16:44:00,0,15,2,7,49.0,0,458,0
166,BA4779-272788,0,0,9,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-09-22 07:05:00,2024-09-22 08:10:00,0,7,6,9,65.0,0,435,1
167,EI7408-924585,3,3,5,Aer Lingus,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-12-29 04:20:00,2024-12-29 05:30:00,0,4,6,12,70.0,1,458,0
168,U28809-409471,2,2,34,easyJet,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Regional,2024-07-22 04:50:00,2024-07-22 05:51:00,1,4,0,7,61.0,1,419,0
169,FR7148-251826,0,2,5,Ryanair,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-10-05 15:45:00,2024-10-05 16:30:00,0,15,5,10,45.0,1,419,0
170,U24388-815380,1,3,2,easyJet,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Widebody,2024-08-18 03:45:00,2024-08-18 04:47:00,0,3,6,8,62.0,1,419,0
171,U21268-487657,1,0,3,easyJet,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody,2024-04-09 20:20:00,2024-04-09 20:44:00,0,20,1,4,24.0,0,419,0
172,FR7667-655571,0,1,4,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-03-02 03:50:00,2024-03-02 04:40:00,0,3,5,3,50.0,0,435,0
173,EI2425-764002,0,3,1,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-10-03 11:50:00,2024-10-03 13:02:00,0,11,3,10,72.0,1,458,0
174,FR7564-914865,0,2,17,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-02-23 18:15:00,2024-02-23 19:21:00,1,18,4,2,66.0,1,435,1
175,EI4515-500583,1,2,4,Aer Lingus,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Regional,2024-01-12 17:45:00,2024-01-12 18:17:00,0,17,4,1,32.0,1,419,1
176,BA8463-707518,1,1,5,British Airways,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Narrowbody,2024-11-01 02:50:00,2024-11-01 03:22:00,0,2,4,11,32.0,0,419,0
177,U25423-180039,0,2,3,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-10-08 12:20:00,2024-10-08 13:20:00,0,12,1,10,60.0,1,400,0
178,FR2130-381971,1,2,25,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-09-30 20:20:00,2024-09-30 21:08:00,1,20,0,9,48.0,1,411,0
179,U25734-081897,0,0,4,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-07-04 10:25:00,2024-07-04 11:01:00,0,10,3,7,36.0,0,400,0
180,EI3844-659360,0,0,0,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Narrowbody,2024-11-12 23:30:00,2024-11-12 00:40:00,0,23,1,11,-1370.0,0,400,0
181,U21695-335643,1,0,6,easyJet,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Narrowbody,2024-04-14 17:50:00,2024-04-14 18:04:00,0,17,6,4,14.0,0,411,1
182,BA8118-364162,1,2,2,British Airways,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-11-07 14:50:00,2024-11-07 15:03:00,0,14,3,11,13.0,1,445,0
183,U25875-442503,0,0,8,easyJet,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Narrowbody,2024-10-04 17:55:00,2024-10-04 19:01:00,0,17,4,10,66.0,0,458,1
184,U28554-358854,1,1,7,easyJet,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-02-10 20:10:00,2024-02-10 20:58:00,0,20,5,2,48.0,0,419,0
185,BA0377-116688,0,1,2,British Airways,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Widebody,2024-06-24 04:45:00,2024-06-24 05:55:00,0,4,0,6,70.0,0,411,0
186,BA9630-646250,2,1,8,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Widebody,2024-12-13 14:25:00,2024-12-13 15:17:00,0,14,4,12,52.0,1,411,0
187,BA1835-290299,1,2,4,British Airways,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-04-05 06:50:00,2024-04-05 07:56:00,0,6,4,4,66.0,1,458,1
188,BA1483-659899,1,3,3,British Airways,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-01-21 02:15:00,2024-01-21 03:18:00,0,2,6,1,63.0,1,432,0
189,BA9483-387506,0,1,3,British Airways,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Narrowbody,2024-12-29 12:10:00,2024-12-29 12:49:00,0,12,6,12,39.0,0,458,0
190,EI2322-738957,0,2,0,Aer Lingus,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Narrowbody,2024-11-08 09:40:00,2024-11-08 10:36:00,0,9,4,11,56.0,1,419,1
191,EI6528-271754,1,1,10,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-04-16 02:40:00,2024-04-16 03:32:00,0,2,1,4,52.0,0,458,0
192,BA1445-105786,1,0,5,British Airways,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Narrowbody,2024-05-24 08:50:00,2024-05-24 09:04:00,0,8,4,5,14.0,0,445,1
193,BA4170-849145,0,2,5,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Widebody,2024-03-23 18:25:00,2024-03-23 19:33:00,0,18,5,3,68.0,1,435,1
194,BA3748-041015,2,1,0,British Airways,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-07-04 21:55:00,2024-07-04 23:12:00,0,21,3,7,77.0,1,458,0
195,EI6541-904092,0,0,0,Aer Lingus,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-07-02 09:30:00,2024-07-02 10:35:00,0,9,1,7,65.0,0,419,1
196,FR5295-512698,0,1,20,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-11-09 04:20:00,2024-11-09 05:18:00,1,4,5,11,58.0,0,400,0
197,U21419-664273,0,0,4,easyJet,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Regional,2024-06-28 20:10:00,2024-06-28 21:16:00,0,20,4,6,66.0,0,435,0
198,FR7282-610103,1,1,0,Ryanair,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-10-29 01:35:00,2024-10-29 02:17:00,0,1,1,10,42.0,0,400,0
199,EI2419-549503,0,1,3,Aer Lingus,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Regional,2024-05-18 09:20:00,2024-05-18 09:41:00,0,9,5,5,21.0,0,432,1
200,FR2113-309911,0,0,0,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-03-04 09:20:00,2024-03-04 10:08:00,0,9,0,3,48.0,0,411,1
201,FR1318-358196,2,2,2,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-08-04 03:20:00,2024-08-04 04:16:00,0,3,6,8,56.0,1,458,0
202,FR8234-960920,0,1,3,Ryanair,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-07-20 11:25:00,2024-07-20 11:49:00,0,11,5,7,24.0,0,432,0
203,EI0561-693778,0,0,0,Aer Lingus,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Regional,2024-07-14 15:35:00,2024-07-14 15:55:00,0,15,6,7,20.0,0,445,0
204,FR4719-127835,0,2,3,Ryanair,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-06-08 23:00:00,2024-06-08 23:53:00,0,23,5,6,53.0,1,419,0
205,FR3269-339842,0,0,3,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-08-19 21:30:00,2024-08-19 22:28:00,0,21,0,8,58.0,0,435,0
206,U27832-371656,1,0,10,easyJet,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Narrowbody,2024-02-07 03:05:00,2024-02-07 03:46:00,0,3,2,2,41.0,0,458,0
207,FR2352-356377,0,1,5,Ryanair,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-09-28 13:00:00,2024-09-28 13:28:00,0,13,5,9,28.0,0,411,0
208,FR1929-128577,0,0,1,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-03-30 10:30:00,2024-03-30 11:26:00,0,10,5,3,56.0,0,458,0
209,U21426-673668,1,1,3,easyJet,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Regional,2024-05-22 17:55:00,2024-05-22 18:55:00,0,17,2,5,60.0,0,458,1
210,FR9064-507661,1,0,0,Ryanair,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-08-02 18:35:00,2024-08-02 19:39:00,0,18,4,8,64.0,0,411,1
211,BA2566-921192,0,1,9,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-01-31 01:20:00,2024-01-31 02:18:00,0,1,2,1,58.0,0,432,0
212,EI2743-778525,0,3,36,Aer Lingus,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Narrowbody,2024-08-16 23:05:00,2024-08-16 23:25:00,1,23,4,8,20.0,1,432,0
213,BA8964-773106,1,0,1,British Airways,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-05-20 20:30:00,2024-05-20 20:53:00,0,20,0,5,23.0,0,432,0
214,FR3992-636358,0,1,2,Ryanair,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Regional,2024-11-16 18:25:00,2024-11-16 18:57:00,0,18,5,11,32.0,0,400,1
215,U28088-639686,2,0,1,easyJet,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody,2024-11-28 10:55:00,2024-11-28 11:21:00,0,10,3,11,26.0,1,419,0
216,EI2085-099393,0,2,0,Aer Lingus,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-12-10 05:15:00,2024-12-10 05:42:00,0,5,1,12,27.0,1,445,0
217,U24716-256959,0,0,7,easyJet,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-01-28 10:50:00,2024-01-28 11:18:00,0,10,6,1,28.0,0,432,0
218,BA5915-671443,3,0,0,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-07-23 06:30:00,2024-07-23 07:22:00,0,6,1,7,52.0,1,432,1
219,EI431-592731,1,0,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody,2024-05-06 13:55:00,2024-05-06 14:30:00,0,13,0,5,35.0,0,435,0
220,U28800-481797,1,1,45,easyJet,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-07-01 04:20:00,2024-07-01 05:16:00,1,4,0,7,56.0,0,458,0
221,U23208-065312,0,2,23,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-07-03 09:10:00,2024-07-03 10:19:00,1,9,2,7,69.0,1,435,1
222,FR2869-706003,1,2,19,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Widebody,2024-01-19 13:45:00,2024-01-19 14:16:00,1,13,4,1,31.0,1,435,0
223,EI6945-328658,0,2,0,Aer Lingus,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Widebody,2024-04-30 19:25:00,2024-04-30 20:37:00,0,19,1,4,72.0,1,458,1
224,FR3544-947255,0,2,35,Ryanair,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-12-30 16:10:00,2024-12-30 17:06:00,1,16,0,12,56.0,1,419,1
225,BA4715-626275,0,3,34,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-06-03 07:40:00,2024-06-03 08:38:00,1,7,0,6,58.0,1,411,1
226,U2139-131648,1,0,3,easyJet,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-03-29 19:10:00,2024-03-29 19:40:00,0,19,4,3,30.0,0,400,1
227,BA2414-285787,0,1,1,British Airways,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-02-15 07:10:00,2024-02-15 08:22:00,0,7,3,2,72.0,0,458,1
228,EI3846-262131,0,1,5,Aer Lingus,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-10-20 11:25:00,2024-10-20 12:27:00,0,11,6,10,62.0,0,432,0
229,BA6254-203945,0,0,6,British Airways,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-11-21 11:20:00,2024-11-21 12:16:00,0,11,3,11,56.0,0,435,0
230,BA4043-320003,3,0,7,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Regional,2024-11-01 10:30:00,2024-11-01 11:41:00,0,10,4,11,71.0,1,435,0
231,EI8600-519916,1,2,18,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-10-04 07:05:00,2024-10-04 07:44:00,1,7,4,10,39.0,1,435,1
232,EI5272-955248,1,1,15,Aer Lingus,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Narrowbody,2024-02-08 12:50:00,2024-02-08 13:58:00,1,12,3,2,68.0,0,445,0
233,FR4909-834818,1,1,2,Ryanair,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Widebody,2024-03-27 20:45:00,2024-03-27 21:47:00,0,20,2,3,62.0,0,411,0
