,flight_id,precipitation,wind,dep_delay,carrier,origin_name,origin_city,origin_country,dest_name,dest_city,dest_country,distance_km,aircraft_type,scheduled_departure
164,U20613-803722,Light,Windy,3,easyJet,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Regional,2024-11-22 10:45:00
165,EI2666-647776,Dry,Breezy,0,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-07-10 16:44:00
166,BA4779-272788,Dry,Calm,9,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-09-22 08:10:00
167,EI7408-924585,Heavy,Very Windy,5,Aer Lingus,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-12-29 05:30:00
168,U28809-409471,Moderate,Windy,34,easyJet,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Regional,2024-07-22 05:51:00
169,FR7148-251826,Dry,Windy,5,Ryanair,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-10-05 16:30:00
170,U24388-815380,Light,Very Windy,2,easyJet,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Widebody,2024-08-18 04:47:00
171,U21268-487657,Light,Calm,3,easyJet,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody,2024-04-09 20:44:00
172,FR7667-655571,Dry,Breezy,4,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-03-02 04:40:00
173,EI2425-764002,Dry,Very Windy,1,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-10-03 13:02:00
174,FR7564-914865,Dry,Windy,17,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-02-23 19:21:00
175,EI4515-500583,Light,Windy,4,Aer Lingus,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Regional,2024-01-12 18:17:00
176,BA8463-707518,Light,Breezy,5,British Airways,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Narrowbody,2024-11-01 03:22:00
177,U25423-180039,Dry,Windy,3,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-10-08 13:20:00
178,FR2130-381971,Light,Windy,25,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-09-30 21:08:00
179,U25734-081897,Dry,Calm,4,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-07-04 11:01:00
180,EI3844-659360,Dry,Calm,0,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Narrowbody,2024-11-12 00:40:00
181,U21695-335643,Light,Calm,6,easyJet,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Narrowbody,2024-04-14 18:04:00
182,BA8118-364162,Light,Windy,2,British Airways,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-11-07 15:03:00
183,U25875-442503,Dry,Calm,8,easyJet,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Narrowbody,2024-10-04 19:01:00
184,U28554-358854,Light,Breezy,7,easyJet,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-02-10 20:58:00
185,BA0377-116688,Dry,Breezy,2,British Airways,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Widebody,2024-06-24 05:55:00
186,BA9630-646250,Moderate,Breezy,8,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Widebody,2024-12-13 15:17:00
187,BA1835-290299,Light,Windy,4,British Airways,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-04-05 07:56:00
188,BA1483-659899,Light,Very Windy,3,British Airways,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-01-21 03:18:00
189,BA9483-387506,Dry,Breezy,3,British Airways,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Narrowbody,2024-12-29 12:49:00
190,EI2322-738957,Dry,Windy,0,Aer Lingus,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Narrowbody,2024-11-08 10:36:00
191,EI6528-271754,Light,Breezy,10,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-04-16 03:32:00
192,BA1445-105786,Light,Calm,5,British Airways,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Narrowbody,2024-05-24 09:04:00
193,BA4170-849145,Dry,Windy,5,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Widebody,2024-03-23 19:33:00
194,BA3748-041015,Moderate,Breezy,0,British Airways,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-07-04 23:12:00
195,EI6541-904092,Dry,Calm,0,Aer Lingus,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-07-02 10:35:00
196,FR5295-512698,Dry,Breezy,20,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-11-09 05:18:00
197,U21419-664273,Dry,Calm,4,easyJet,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Regional,2024-06-28 21:16:00
198,FR7282-610103,Light,Breezy,0,Ryanair,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-10-29 02:17:00
199,EI2419-549503,Dry,Breezy,3,Aer Lingus,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Regional,2024-05-18 09:41:00
200,FR2113-309911,Dry,Calm,0,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-03-04 10:08:00
201,FR1318-358196,Moderate,Windy,2,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-08-04 04:16:00
202,FR8234-960920,Dry,Breezy,3,Ryanair,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-07-20 11:49:00
203,EI0561-693778,Dry,Calm,0,Aer Lingus,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Regional,2024-07-14 15:55:00
204,FR4719-127835,Dry,Windy,3,Ryanair,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-06-08 23:53:00
205,FR3269-339842,Dry,Calm,3,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-08-19 22:28:00
206,U27832-371656,Light,Calm,10,easyJet,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Narrowbody,2024-02-07 03:46:00
207,FR2352-356377,Dry,Breezy,5,Ryanair,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-09-28 13:28:00
208,FR1929-128577,Dry,Calm,1,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-03-30 11:26:00
209,U21426-673668,Light,Breezy,3,easyJet,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Regional,2024-05-22 18:55:00
210,FR9064-507661,Light,Calm,0,Ryanair,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-08-02 19:39:00
211,BA2566-921192,Dry,Breezy,9,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-01-31 02:18:00
212,EI2743-778525,Dry,Very Windy,36,Aer Lingus,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Narrowbody,2024-08-16 23:25:00
213,BA8964-773106,Light,Calm,1,British Airways,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-05-20 20:53:00
214,FR3992-636358,Dry,Breezy,2,Ryanair,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Regional,2024-11-16 18:57:00
215,U28088-639686,Moderate,Calm,1,easyJet,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody,2024-11-28 11:21:00
216,EI2085-099393,Dry,Windy,0,Aer Lingus,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-12-10 05:42:00
217,U24716-256959,Dry,Calm,7,easyJet,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-01-28 11:18:00
218,BA5915-671443,Heavy,Calm,0,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-07-23 07:22:00
219,EI431-592731,Light,Calm,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody,2024-05-06 14:30:00
220,U28800-481797,Light,Breezy,45,easyJet,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-07-01 05:16:00
221,U23208-065312,Dry,Windy,23,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-07-03 10:19:00
222,FR2869-706003,Light,Windy,19,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Widebody,2024-01-19 14:16:00
223,EI6945-328658,Dry,Windy,0,Aer Lingus,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Widebody,2024-04-30 20:37:00
224,FR3544-947255,Dry,Windy,35,Ryanair,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-12-30 17:06:00
225,BA4715-626275,Dry,Very Windy,34,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-06-03 08:38:00
226,U2139-131648,Light,Calm,3,easyJet,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-03-29 19:40:00
227,BA2414-285787,Dry,Breezy,1,British Airways,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-02-15 08:22:00
228,EI3846-262131,Dry,Breezy,5,Aer Lingus,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-10-20 12:27:00
229,BA6254-203945,Dry,Calm,6,British Airways,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-11-21 12:16:00
230,BA4043-320003,Heavy,Calm,7,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Regional,2024-11-01 11:41:00
231,EI8600-519916,Light,Windy,18,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-10-04 07:44:00
232,EI5272-955248,Light,Breezy,15,Aer Lingus,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Narrowbody,2024-02-08 13:58:00
233,FR4909-834818,Light,Breezy,2,Ryanair,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Widebody,2024-03-27 21:47:00
234,EI3249-377777,Light,Breezy,2,Aer Lingus,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-04-03 06:47:00
235,BA6534-403542,Dry,Breezy,0,British Airways,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-02-19 18:25:00
236,U29366-115478,Light,Very Windy,41,easyJet,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-07-17 17:42:00
237,EI2825-258213,Dry,Very Windy,2,Aer Lingus,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Narrowbody,2024-02-20 08:12:00
238,BA1996-384928,Moderate,Windy,5,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-05-03 04:59:00
239,U24001-496665,Moderate,Calm,4,easyJet,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Widebody,2024-09-28 07:24:00
240,U25333-884708,Dry,Windy,4,easyJet,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Widebody,2024-02-15 13:51:00
241,FR2254-969302,Heavy,Calm,0,Ryanair,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Widebody,2024-01-24 11:07:00
242,FR2936-086181,Moderate,Breezy,23,Ryanair,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Narrowbody,2024-06-23 15:55:00
243,EI9967-983733,Dry,Very Windy,1,Aer Lingus,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Widebody,2024-04-21 01:27:00
244,BA8117-739145,Dry,Windy,12,British Airways,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Regional,2024-10-18 09:44:00
245,FR3992-164237,Dry,Calm,0,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-11-02 14:41:00
246,EI5330-294931,Moderate,Calm,1,Aer Lingus,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-01-08 05:01:00
247,U26913-665607,Light,Windy,44,easyJet,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Narrowbody,2024-06-26 12:41:00
248,EI8123-062266,Dry,Windy,33,Aer Lingus,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Regional,2024-02-22 15:15:00
249,FR2803-473273,Light,Windy,0,Ryanair,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Widebody,2024-12-29 18:28:00
250,EI5143-908860,Dry,Breezy,8,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Widebody,2024-05-08 11:07:00
251,U22057-738224,Light,Calm,20,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-06-23 00:27:00
252,U23569-012711,Dry,Windy,12,easyJet,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-10-21 08:23:00
253,BA2052-445320,Dry,Calm,29,British Airways,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Regional,2024-11-30 19:19:00
254,BA7903-704706,Dry,Calm,0,British Airways,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-10-26 19:23:00
255,U24944-633435,Light,Windy,3,easyJet,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-12-03 09:32:00
256,U25633-538133,Light,Calm,0,easyJet,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-08-12 21:19:00
257,U22181-972310,Light,Calm,14,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-09-15 06:27:00
258,BA4747-691572,Dry,Windy,0,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Regional,2024-04-22 05:06:00
259,EI1475-879793,Light,Windy,4,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-12-11 01:34:00
260,EI8370-106492,Moderate,Breezy,4,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-01-21 02:36:00
261,U27104-677574,Dry,Breezy,6,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-02-17 21:43:00
262,FR4574-566031,Dry,Calm,4,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-07-25 00:04:00
263,FR6341-828390,Dry,Very Windy,6,Ryanair,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-04-30 15:33:00
264,U24288-406401,Dry,Breezy,4,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-06-01 06:41:00
265,FR3758-952884,Dry,Breezy,17,Ryanair,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Widebody,2024-04-29 11:30:00
266,U21079-929890,Heavy,Calm,6,easyJet,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Widebody,2024-12-07 08:52:00
267,U24118-343556,Moderate,Calm,15,easyJet,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Regional,2024-04-29 03:48:00
268,BA7314-914745,Light,Calm,9,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-05-12 19:37:00
269,FR9004-655258,Dry,Calm,1,Ryanair,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-06-17 21:37:00
270,BA9948-771577,Dry,Breezy,8,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-04-11 21:42:00
271,U28888-203235,Moderate,Calm,5,easyJet,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Regional,2024-03-17 06:34:00
272,FR6170-608436,Dry,Breezy,6,Ryanair,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Regional,2024-02-01 15:22:00
273,BA8053-943724,Dry,Windy,33,British Airways,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody,2024-02-13 13:40:00
274,EI3321-604831,Dry,Calm,4,Aer Lingus,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Widebody,2024-10-29 13:56:00
275,EI3699-872552,Dry,Calm,3,Aer Lingus,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-06-30 19:53:00
276,U21731-232818,Dry,Windy,4,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-10-14 09:25:00
277,FR2354-091402,Dry,Breezy,0,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-12-25 17:32:00
278,FR1826-458437,Dry,Breezy,4,Ryanair,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Widebody,2024-03-21 07:18:00
279,BA6981-212389,Light,Calm,0,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Regional,2024-05-11 10:21:00
280,EI9510-605730,Dry,Breezy,0,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-09-15 07:26:00
281,EI3748-306298,Dry,Very Windy,0,Aer Lingus,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-12-16 16:15:00
282,BA0299-822915,Dry,Breezy,0,British Airways,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Widebody,2024-03-22 22:44:00
283,BA0323-210499,Moderate,Breezy,0,British Airways,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Regional,2024-02-17 07:42:00
284,FR9072-006955,Dry,Windy,54,Ryanair,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Regional,2024-11-15 11:55:00
285,U25893-809364,Dry,Calm,6,easyJet,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Narrowbody,2024-10-02 14:15:00
